name,cals,fat,carbs,protein,nutr_code
"Beans, pinto, mature seeds, raw",3.47,0.1107,2.502,0.8568000000000001,16042
"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, with salt",0.2,0.028800000000000006,0.14,0.07440000000000001,11721
"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, without salt",0.22,0.028800000000000006,0.16399999999999998,0.07440000000000001,11654
"Beans, pinto, mature seeds, sprouted, raw",0.62,0.08100000000000003,0.464,0.21,11653
"Beans, shellie, canned, solids and liquids",0.3,0.0171,0.2476,0.0704,11050
"Beans, small white, mature seeds, cooked, boiled, with salt",1.42,0.05760000000000001,1.0324,0.3588,16346
"Beans, small white, mature seeds, cooked, boiled, without salt",1.42,0.05760000000000001,1.0324,0.3588,16046
"Beans, small white, mature seeds, raw",3.36,0.1062,2.49,0.8443999999999999,16045
"Beans, snap, canned, all styles, seasoned, solids and liquids",0.16,0.018000000000000002,0.1396,0.0332,11058
"Beans, snap, green, canned, no salt added, drained solids",0.22,0.0414,0.1728,0.044800000000000006,11729
"Beans, snap, green, canned, no salt added, solids and liquids",0.15,0.009000000000000001,0.14,0.032,11726
"Beans, snap, green, canned, regular pack, drained solids",0.22,0.0414,0.1728,0.044800000000000006,11056
"Beans, snap, green, canned, regular pack, solids and liquids",0.15,0.0153,0.1308,0.0288,11054
"Beans, snap, green, cooked, boiled, drained, with salt",0.35,0.025200000000000004,0.3152,0.0756,11723
"Beans, snap, green, cooked, boiled, drained, without salt",0.35,0.025200000000000004,0.3152,0.0756,11053
"Beans, snap, green, frozen, all styles, microwaved",0.4,0.0369,0.2792,0.07919999999999999,11062
"Beans, snap, green, frozen, all styles, unprepared",0.39,0.0189,0.3016,0.0716,11060
"Beans, snap, green, frozen, cooked, boiled, drained without salt",0.28,0.0153,0.258,0.0596,11061
"Beans, snap, green, frozen, cooked, boiled, drained, with salt",0.28,0.0153,0.258,0.0596,11731
"Beans, snap, green, microwaved",0.39,0.045,0.2564,0.0924,11063
"Beans, snap, green, raw",0.31,0.0198,0.2788,0.0732,11052
"Beans, snap, yellow, canned, no salt added, drained solids",0.2,0.009000000000000001,0.18,0.046,11933
"Beans, snap, yellow, canned, no salt added, solids and liquids",0.15,0.009000000000000001,0.14,0.032,11728
"Beans, snap, yellow, canned, regular pack, drained solids",0.2,0.009000000000000001,0.18,0.046,11932
"Beans, snap, yellow, canned, regular pack, solids and liquids",0.15,0.009000000000000001,0.14,0.032,11727
"Beans, snap, yellow, cooked, boiled, drained, with salt",0.35,0.025200000000000004,0.3152,0.0756,11725
"Beans, snap, yellow, cooked, boiled, drained, without salt",0.35,0.025200000000000004,0.3152,0.0756,11724
"Beans, snap, yellow, frozen, all styles, unprepared",0.33,0.0189,0.3032,0.07200000000000001,11730
"Beans, snap, yellow, frozen, cooked, boiled, drained, with salt",0.28,0.0153,0.258,0.0596,11733
"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt",0.28,0.0153,0.258,0.0596,11732
"Beans, snap, yellow, raw",0.31,0.0108,0.2852,0.0728,11722
"Beans, white, mature seeds, canned",1.14,0.0261,0.848,0.2904,16051
"Beans, white, mature seeds, cooked, boiled, with salt",1.39,0.0315,1.0036,0.3892,16350
"Beans, white, mature seeds, cooked, boiled, without salt",1.39,0.0315,1.0036,0.3892,16050
"Beans, white, mature seeds, raw",3.33,0.07650000000000001,2.4108,0.9344,16049
"Beans, yellow, mature seeds, cooked, boiled, with salt",1.44,0.0972,1.0112,0.3664,16348
"Beans, yellow, mature seeds, cooked, boiled, without salt",1.44,0.0972,1.0112,0.3664,16048
"Beans, yellow, mature seeds, raw",3.45,0.23399999999999999,2.428,0.88,16047
"Beef composite, separable lean only, trimmed to 1/8"" fat, choice, cooked",2.03,0.8244,0.0,1.1492,23491
"Beef sausage, fresh, cooked",3.32,2.5182,0.014,0.7284,7956
"Beef sausage, pre-cooked",4.05,3.3813,0.0012,0.62,7954
"Beef, Australian, imported, Wagyu, external fat, Aust. marble score 4/5, raw",5.96,5.6943,0.0,0.2616,23298
"Beef, Australian, imported, Wagyu, external fat, Aust. marble score 9, raw",6.39,6.1263,0.0388,0.2216,23300
"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw",2.06,1.2681,0.0,0.7884,23304
"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean and fat, Aust. marble score 9, raw",2.48,1.7199,0.0232,0.74,23323
"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",1.91,1.1070000000000002,0.0,0.8076000000000001,23295
"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 9, raw",2.37,1.5957,0.0228,0.7548,23310
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw",2.89,2.178,0.0068000000000000005,0.7068000000000001,23319
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",2.23,1.4121,0.008,0.8059999999999999,23311
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean only, Aust. marble score 9, raw",3.31,2.6235,0.0052,0.6768000000000001,23312
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, separable lean and fat, Aust. marble score 9, raw",3.92,3.3282,0.0088,0.5832,23320
"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw",3.17,2.4876,0.0,0.6828,23321
"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean and fat, Aust. marble score 9, raw",4.05,3.447,0.0168,0.5816,23322
"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",2.34,1.5237,0.0,0.8140000000000001,23313
"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean only, Aust. marble score 9, raw",3.3,2.5749000000000004,0.0184,0.7044,23314
"Beef, Australian, imported, Wagyu, seam fat, Aust. marble score 4/5, raw",5.94,5.697,0.0,0.24,23299
"Beef, Australian, imported, Wagyu, seam fat, Aust. marble score 9, raw",6.27,6.0597,0.0,0.2064,23301
"Beef, Australian, imported, grass-fed,  external fat, raw",5.09,4.6224,0.0156,0.4528,23296
"Beef, Australian, imported, grass-fed, ground, 85% lean / 15% fat, raw",2.34,1.6308,0.0,0.7088,23293
"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean and fat, raw",1.51,0.6867,0.0004,0.8212,23302
"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean only, raw",1.38,0.5499,0.0,0.8340000000000001,23294
"Beef, Australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean and fat, raw",1.99,1.1853,0.0044,0.7959999999999999,23305
"Beef, Australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean only, raw",1.31,0.4383,0.0,0.8715999999999999,23303
"Beef, Australian, imported, grass-fed, loin, top sirloin cap-off steak/roast, boneless, separable lean and fat, raw",1.27,0.4005,0.0004,0.8708,23315
"Beef, Australian, imported, grass-fed, loin, top sirloin cap-off steak/roast, boneless, separable lean only, raw",1.22,0.3483,0.0,0.8759999999999999,23306
"Beef, Australian, imported, grass-fed, rib, ribeye steak/roast lip-on, boneless, separable lean and fat, raw",2.17,1.3689,0.0044,0.792,23316
"Beef, Australian, imported, grass-fed, rib, ribeye steak/roast lip-on, boneless, separable lean only, raw",1.6,0.7379999999999999,0.0,0.8588,23307
"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean and fat, raw",1.4,0.5544,0.0004,0.8452,23317
"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean only, raw",1.3,0.4437,0.0,0.856,23308
"Beef, Australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean and fat, raw",1.29,0.396,0.0,0.8896,23318
"Beef, Australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean only, raw",1.29,0.3987,0.0,0.8964,23309
"Beef, Australian, imported, grass-fed, seam fat, raw",5.62,5.1957,0.0424,0.3832,23297
"Beef, New Zealand, imported, bolar blade, separable lean and fat, cooked, fast roasted",2.28,1.0233,0.0,1.252,23446
"Beef, New Zealand, imported, bolar blade, separable lean and fat, raw",1.59,0.7398000000000001,0.0,0.8515999999999999,23447
"Beef, New Zealand, imported, bolar blade, separable lean only, cooked, fast roasted",1.93,0.5913,0.0,1.3412,23397
"Beef, New Zealand, imported, bolar blade, separable lean only, raw",1.29,0.4041,0.0,0.8835999999999999,23398
"Beef, New Zealand, imported, brisket navel end, separable lean and fat, cooked, braised",4.53,3.7197,0.0,0.8056,23448
"Beef, New Zealand, imported, brisket navel end, separable lean and fat, raw",3.45,2.8143,0.0,0.6324000000000001,23449
"Beef, New Zealand, imported, brisket navel end, separable lean only, cooked, braised",2.65,1.4733,0.0,1.1740000000000002,23399
"Beef, New Zealand, imported, brisket navel end, separable lean only, raw",1.94,1.1475,0.0,0.7896,23401
"Beef, New Zealand, imported, brisket point end, separable lean and fat, cooked, braised",2.5,1.2240000000000002,0.0,1.2776,23450
"Beef, New Zealand, imported, brisket point end, separable lean and fat, raw",1.63,0.8307000000000001,0.0,0.802,23451
"Beef, New Zealand, imported, brisket point end, separable lean only, cooked, braised",2.02,0.6345,0.0,1.3803999999999998,23402
"Beef, New Zealand, imported, brisket point end, separable lean only, raw",1.25,0.4158,0.0,0.8368000000000001,23403
"Beef, New Zealand, imported, chuck eye roll, separable lean and fat, cooked, braised",2.52,1.3266,0.0,1.1968,23452
"Beef, New Zealand, imported, chuck eye roll, separable lean and fat, raw",1.81,1.0305,0.0,0.7752,23453
"Beef, New Zealand, imported, chuck eye roll, separable lean only, cooked, braised",2.08,0.8001,0.0,1.2832,23405
"Beef, New Zealand, imported, chuck eye roll, separable lean only, raw",1.31,0.4869,0.0,0.8184,23404
"Beef, New Zealand, imported, cube roll, separable lean and fat, cooked, fast roasted",2.86,1.7505000000000002,0.0012,1.1116,23454
"Beef, New Zealand, imported, cube roll, separable lean and fat, raw",2.25,1.4679,0.0524,0.7288,23455
"Beef, New Zealand, imported, cube roll, separable lean only, cooked, fast roasted",2.39,1.1898000000000002,0.0,1.2036,23406
"Beef, New Zealand, imported, cube roll, separable lean only, raw",1.61,0.7658999999999999,0.0552,0.7908,23407
"Beef, New Zealand, imported, eye round, separable lean and fat, cooked, slow roasted",1.68,0.5013,0.0,1.1796,23456
"Beef, New Zealand, imported, eye round, separable lean and fat, raw",1.29,0.4428,0.0528,0.7951999999999999,23457
"Beef, New Zealand, imported, eye round, separable lean only, cooked, slow roasted",1.64,0.4482,0.0,1.1872,23408
"Beef, New Zealand, imported, eye round, separable lean only, raw",1.16,0.3015,0.054000000000000006,0.8059999999999999,23409
"Beef, New Zealand, imported, flank, separable lean and fat, cooked, braised",2.08,0.8756999999999999,0.0,1.2052,23458
"Beef, New Zealand, imported, flank, separable lean and fat, raw",1.61,0.8009999999999999,0.0,0.8048000000000001,23459
"Beef, New Zealand, imported, flank, separable lean only, cooked, braised",1.94,0.7127999999999999,0.0,1.23,23410
"Beef, New Zealand, imported, flank, separable lean only, raw",1.42,0.6003,0.0,0.8212,23411
"Beef, New Zealand, imported, flat, separable lean and fat, cooked, braised",2.52,1.2411,0.0,1.2744,23460
"Beef, New Zealand, imported, flat, separable lean and fat, raw",1.77,0.9495,0.0,0.8228,23461
"Beef, New Zealand, imported, flat, separable lean only, cooked, braised",2.26,0.927,0.0,1.3288,23412
"Beef, New Zealand, imported, flat, separable lean only, raw",1.54,0.6921,0.0,0.852,23413
"Beef, New Zealand, imported, hind shin, separable lean and fat, cooked, braised",1.96,0.765,0.0028000000000000004,1.1928,23462
"Beef, New Zealand, imported, hind shin, separable lean and fat, raw",1.47,0.6480000000000001,0.0,0.8244,23463
"Beef, New Zealand, imported, hind shin, separable lean only, cooked, braised",1.67,0.4176,0.0,1.2492,23416
"Beef, New Zealand, imported, hind shin, separable lean only, raw",1.14,0.2808,0.0,0.8584,23417
"Beef, New Zealand, imported, inside, raw",1.28,0.3924,0.004,0.8864,23418
"Beef, New Zealand, imported, intermuscular fat, cooked",5.6,5.149800000000001,0.1356,0.316,23419
"Beef, New Zealand, imported, intermuscular fat, raw",6.02,5.7402000000000015,0.0004,0.2788,23420
"Beef, New Zealand, imported, knuckle, cooked, fast fried",1.78,0.6822,0.0,1.1004,23422
"Beef, New Zealand, imported, manufacturing beef, cooked, boiled",1.26,0.2934,0.0,0.9684,23426
"Beef, New Zealand, imported, manufacturing beef, raw",1.19,0.3312,0.0092,0.8492000000000001,23427
"Beef, New Zealand, imported, oyster blade, separable lean and fat, cooked, braised",1.97,0.7812,0.0,1.1916,23464
"Beef, New Zealand, imported, oyster blade, separable lean and fat, raw",1.78,0.9279,0.0,0.8508,23440
"Beef, New Zealand, imported, oyster blade, separable lean only, cooked, braised",1.96,0.7614000000000001,0.0,1.1948,23428
"Beef, New Zealand, imported, oyster blade, separable lean only, raw",1.55,0.6804,0.0,0.8732,23429
"Beef, New Zealand, imported, ribs prepared, cooked, fast roasted",1.97,0.8766,0.0036,1.0892,23430
"Beef, New Zealand, imported, ribs prepared, raw",1.46,0.6102,0.0,0.8523999999999999,23431
"Beef, New Zealand, imported, rump centre, separable lean and fat, cooked, fast fried",1.92,0.7164,0.0,1.2004,23465
"Beef, New Zealand, imported, rump centre, separable lean and fat, raw",1.45,0.585,0.0,0.866,23467
"Beef, New Zealand, imported, rump centre, separable lean only, cooked, fast fried",1.88,0.6732,0.0,1.2068,23432
"Beef, New Zealand, imported, rump centre, separable lean only, raw",1.41,0.5445,0.0,0.8695999999999999,23466
"Beef, New Zealand, imported, striploin, separable lean and fat, cooked, fast fried",3.01,2.0097,0.0008,0.9956,23468
"Beef, New Zealand, imported, striploin, separable lean and fat, raw",2.52,1.7577,0.024,0.7395999999999999,23469
"Beef, New Zealand, imported, striploin, separable lean only, cooked, fast fried",2.17,1.026,0.0,1.1412,23433
"Beef, New Zealand, imported, striploin, separable lean only, raw",1.5,0.6300000000000001,0.0296,0.8371999999999999,23434
"Beef, New Zealand, imported, subcutaneous fat, cooked",7.31,7.046999999999999,0.0,0.26,23435
"Beef, New Zealand, imported, subcutaneous fat, raw",6.85,6.5142,0.0,0.34,23436
"Beef, New Zealand, imported, sweetbread, cooked, boiled",3.18,2.6811,0.0,0.5012,23437
"Beef, New Zealand, imported, sweetbread, raw",3.03,2.5740000000000003,0.0,0.4604,23438
"Beef, New Zealand, imported, tenderloin, separable lean and fat, cooked, fast fried",2.02,0.8415,0.0108,1.1704,23470
"Beef, New Zealand, imported, tenderloin, separable lean and fat, raw",1.46,0.6192,0.0,0.8416,23471
"Beef, New Zealand, imported, tenderloin, separable lean only, cooked, fast fried",2.0,0.8109,0.0108,1.1748,23439
"Beef, New Zealand, imported, tenderloin, separable lean only, raw",1.4,0.5489999999999999,0.0,0.8476,23441
"Beef, New Zealand, imported, variety meats and by-products liver, cooked, boiled",1.5,0.4212,0.1512,0.932,23424
"Beef, New Zealand, imported, variety meats and by-products, heart, cooked, boiled",1.79,0.54,0.0,1.2516,23414
"Beef, New Zealand, imported, variety meats and by-products, heart, raw",1.05,0.30600000000000005,0.0,0.7408,23415
"Beef, New Zealand, imported, variety meats and by-products, kidney, cooked, boiled",1.57,0.4743,0.0,1.0912,23421
"Beef, New Zealand, imported, variety meats and by-products, kidney, raw",0.87,0.2376,0.0,0.6272,23423
"Beef, New Zealand, imported, variety meats and by-products, liver, raw",1.33,0.3645,0.14400000000000002,0.82,23425
"Beef, New Zealand, imported, variety meats and by-products, tongue, cooked, boiled",2.71,1.8306,0.1472,0.7323999999999999,23442
"Beef, New Zealand, imported, variety meats and by-products, tongue, raw",2.43,1.7181,0.0,0.7108,23443
"Beef, New Zealand, imported, variety meats and by-products, tripe cooked, boiled",1.03,0.2682,0.0,0.76,23444
"Beef, New Zealand, imported, variety meats and by-products, tripe uncooked, raw",0.77,0.17819999999999994,0.0,0.5943999999999999,23445
"Beef, bologna, reduced sodium",3.1,2.556,0.08,0.468,43384
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",2.11,0.9963,0.0,1.042,13953
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",1.65,0.7695000000000001,0.0,0.8256,13954
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",2.21,1.1123999999999998,0.0,1.0264,13955
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, raw",1.74,0.8559,0.0,0.8256,13956
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",2.01,0.8802,0.0,1.0576,13957
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, raw",1.57,0.6911999999999999,0.0,0.8256,13958
"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, all grades, raw",1.42,0.5066999999999999,0.0,0.8504,23646
"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",1.93,0.8756999999999999,0.0,1.0536,23647
"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, choice, raw",1.54,0.6354,0.0,0.8468000000000001,23648
"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",1.79,0.6255000000000001,0.0,1.0868,23649
"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, select, raw",1.29,0.3789,0.0,0.8536,23650
"Beef, brisket, flat half, boneless separable lean only, trimmed to 0"" fat, all grades, raw",1.32,0.4599000000000001,0.0,0.8588,13595
"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",1.65,0.8361,0.0,0.8128,13904
"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",1.69,0.8874,0.0,0.8059999999999999,13975
"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",1.58,0.7605,0.0,0.8228,13983
"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, choice, raw",1.37,0.5175000000000001,0.0,0.8512000000000001,13596
"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, select, raw",1.24,0.3726,0.0,0.8695999999999999,13597
"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",2.13,0.7209000000000001,0.0,1.3159999999999998,13369
"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",2.21,0.8316,0.0,1.2884,13165
"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",2.05,0.6093,0.0,1.3436,13950
"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",2.89,1.6578000000000004,0.0,1.1528,13806
